name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
Beautiful bedroom in a 3 bedroom apartment,Brooklyn,Bushwick,40.69947,-73.92006,Private room,50,1,1,1.0,5,333
Bedroom in central Bushwick,Brooklyn,Bushwick,40.69958,-73.91979,Private room,50,1,3,1.8,5,62
"Lovely, Spacious Cottage in Ditmas Park",Brooklyn,Flatbush,40.63882,-73.96563,Entire home/apt,185,5,2,0.26,1,33
"Stunning, oversized 2 Bed, 2 Bath in Prime Wburg",Brooklyn,Williamsburg,40.71136,-73.9562,Entire home/apt,215,2,8,0.6,1,77
Astoria Room,Queens,Long Island City,40.76177,-73.92627,Private room,44,28,14,0.39,1,275
JFK park view,Queens,South Ozone Park,40.67101,-73.78943,Entire home/apt,248,2,2,1.3,1,354
Stylish unique Loft in prime area of Brooklyn,Brooklyn,Bedford-Stuyvesant,40.69116,-73.96039,Entire home/apt,140,6,18,0.53,1,11
Williamsburg. Non profit . Artist,Brooklyn,Williamsburg,40.7087,-73.95427,Private room,70,20,3,0.15,4,275
Williamsburg near soho. / loftbed,Brooklyn,Williamsburg,40.7069,-73.95467,Private room,60,17,14,0.14,4,362
Williamsburg near soho .support artist living,Brooklyn,Williamsburg,40.70994,-73.96573,Private room,45,15,15,0.57,4,242
Gigantic private room in BedStuy,Brooklyn,Bedford-Stuyvesant,40.68608,-73.92987,Private room,50,6,8,0.19,1,0
Brooklyn Room with a View on tree-lined street.,Brooklyn,Flatbush,40.64173,-73.96696,Private room,54,2,96,5.43,1,130
"Park Slope, Sunny, Private, Quiet, 2 Bedroom",Brooklyn,South Slope,40.66923,-73.98714,Entire home/apt,218,2,137,2.79,1,250
GORGEOUS LUXURY APARTMENT AND VIEW!,Brooklyn,Greenpoint,40.73282,-73.9578,Entire home/apt,125,3,16,0.25,1,60
Cozy Upper East Side studio,Manhattan,Upper East Side,40.76732,-73.95179,Entire home/apt,150,1,4,0.59,1,49
Warm and welcoming studio in heart of Chinatown!!!,Manhattan,Chinatown,40.71661,-73.99784,Entire home/apt,200,5,4,1.09,1,72
"Best location, Midtown Times Square",Manhattan,Hell's Kitchen,40.76355,-73.98914,Entire home/apt,125,4,148,3.69,1,129
Rooftop Oasis in Brooklyn for Shoots & Gigs,Brooklyn,Bedford-Stuyvesant,40.69017,-73.95757,Entire home/apt,600,1,48,0.68,1,89
Manhattan Brownstone Great Location,Manhattan,East Harlem,40.78758,-73.95026,Entire home/apt,465,3,74,1.67,1,62
1 bedroom  in  Nolita/Soho,Manhattan,Nolita,40.72118,-73.99682,Private room,115,2,9,0.29,1,332
Modern renovated Loft in the Heart of Williamsburg,Brooklyn,Williamsburg,40.70475,-73.93522,Entire home/apt,200,2,16,1.99,1,136
Upper East Side Triplex Penthouse Rooftop,Manhattan,Upper East Side,40.77394,-73.95252,Entire home/apt,127,1,1,0.08,1,0
Paris in Manhattan with 2 balconies,Manhattan,Upper East Side,40.76923,-73.95034,Entire home/apt,159,30,14,0.3,1,265
Newly Renovated Apartment in the Heart of Brooklyn,Brooklyn,Park Slope,40.68064,-73.97657,Entire home/apt,100,3,4,0.18,1,0
Lovely Soho / Village 1BR,Manhattan,SoHo,40.72703,-74.00286,Entire home/apt,350,2,10,0.2,1,0
Near LGA cozy room.,Queens,East Elmhurst,40.77063,-73.87543,Private room,45,1,222,10.39,1,164
Brownstone charm-1st Fl with yard,Manhattan,Upper West Side,40.78054,-73.97779,Entire home/apt,85,2,7,0.18,1,0
Meatpacking District Large Loft,Manhattan,West Village,40.73896,-74.00522,Entire home/apt,175,4,5,0.07,1,0
Alchemy BnB - room in artist loft,Brooklyn,Cobble Hill,40.68946,-73.99385,Private room,98,4,216,2.31,1,288
Private Room next to Park - 5 mins to subways!!,Manhattan,East Harlem,40.79629,-73.94769,Private room,85,2,36,0.53,1,288
Entire studio Apartment in New York City.,Manhattan,West Village,40.72999,-74.00475,Entire home/apt,110,5,9,0.39,1,0
Beautiful 2000 sq. ft. loft in Hells Kitchen NYC,Manhattan,Hell's Kitchen,40.75647,-73.99848,Entire home/apt,2000,1,4,0.11,1,362
Hells Kitchen Garden of Eden,Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,36,0.36,1,49
Asshur’s Room,Brooklyn,East Flatbush,40.66098,-73.92382,Private room,77,1,1,0.12,1,0
Beatiful Studio in williamsburg,Brooklyn,Williamsburg,40.7141,-73.96477,Entire home/apt,120,3,8,0.13,1,0
"Spacious room in Manhattan, NYC",Manhattan,Harlem,40.83,-73.94299,Private room,59,1,1,0.02,1,0
Large one bedroom in the heart of Williamsburg,Brooklyn,Williamsburg,40.7132,-73.96441,Entire home/apt,155,4,1,1.0,1,0
The Cottage / 1500 sqft. of Privacy,Queens,Long Island City,40.75296,-73.93716,Entire home/apt,350,2,182,2.2,1,272
"Cozy Apartment on Bedford Ave, Brooklyn",Brooklyn,Williamsburg,40.71284,-73.96284,Private room,88,7,15,0.55,1,0
Five stars room in very comfy aptm. chek this out,Queens,Elmhurst,40.73366,-73.87651,Private room,77,2,10,0.98,6,354
Lovely Charming and quiet 2 bed apartment,Queens,Corona,40.75058,-73.8535,Entire home/apt,119,2,37,1.01,6,336
"6 minutes from La Guardia Airpt. Quiet, Clean Room",Queens,Maspeth,40.73878,-73.89423,Private room,65,2,92,1.87,6,79
2 beautiful & bright bedrooms in a renovated apt.,Queens,Elmhurst,40.7335,-73.87571,Private room,149,2,5,0.46,6,340
Beautiful 2 bedroom Duplex Apartment,Queens,Maspeth,40.73976,-73.8954,Private room,169,3,27,0.78,6,256
La Guardia Airport Cozy Attic studio with Spiral,Queens,Corona,40.75134,-73.85219,Entire home/apt,79,2,83,2.32,6,320
EXCELLENT LOCATION near Manhattan!!,Queens,Astoria,40.76354,-73.91789,Private room,77,2,1,0.07,1,364
West Village Penthouse Studio,Manhattan,West Village,40.73738,-74.00012,Entire home/apt,135,4,39,2.03,1,21
Wyndham Midtown 45 @ NYC,Manhattan,Midtown,40.75357,-73.97313,Private room,181,3,1,0.12,1,0
COZY COOL ROOM IN MANHATTAN APT / Manhattan,Manhattan,Hell's Kitchen,40.75689,-73.99315,Private room,98,1,42,1.27,5,126
2 BEDROOM APT IN MANHATTAN midtown SLEEPS 5 GUESTS,Manhattan,Hell's Kitchen,40.75788,-73.99223,Private room,250,2,17,0.37,5,130
Cool room Manhattan - Sleeps up to 3 guests,Manhattan,Hell's Kitchen,40.75834,-73.99277,Private room,98,1,147,3.03,5,149
A COOL APARTMENT in MANHATTAN  Perfect for Holiday,Manhattan,Theater District,40.75598,-73.98796,Entire home/apt,300,5,7,0.16,5,82
Comfortable cool -  Manhattan - up to 2 guests,Manhattan,Hell's Kitchen,40.75894,-73.9915,Private room,90,1,142,3.1,5,164
MANHATTAN NEWLY RENOVATED SPACIOUS MODERN FLAT!,Manhattan,East Harlem,40.7942,-73.94091,Entire home/apt,350,1,27,4.09,1,95
Lovely one bedroom - Heart of Greenwich Village,Manhattan,Greenwich Village,40.73057,-73.99422,Entire home/apt,199,3,1,0.03,1,0
Artist Home 5 minute walk to Metro 30min from JFK,Brooklyn,Flatbush,40.63356,-73.95073,Shared room,30,3,27,1.25,2,1
"Artist Flat, 5 min walk to Metro 30 mins from JFK",Brooklyn,Flatbush,40.63435,-73.95027,Entire home/apt,95,2,41,2.13,2,0
2b2b apt in a luxury building,Brooklyn,Williamsburg,40.71964,-73.96421,Entire home/apt,199,4,7,0.28,2,65
One bedroom apt in a luxury Building,Brooklyn,Williamsburg,40.71819,-73.96532,Entire home/apt,99,4,16,0.54,2,86
Mini mansion,Brooklyn,Bay Ridge,40.62094,-74.02422,Entire home/apt,100,1,8,4.44,1,329
Hazel’s Place,Brooklyn,Canarsie,40.62834,-73.90506,Private room,70,2,37,2.19,1,67
East Harlem Pied A Terre,Manhattan,East Harlem,40.80255,-73.94349,Entire home/apt,300,3,38,2.42,1,272
Parkside Renovated 1 bedroom,Brooklyn,Flatbush,40.65194,-73.95997,Entire home/apt,85,2,2,0.05,2,0
1 sunny bedroom in Parkchester,Bronx,Parkchester,40.83688,-73.85584,Private room,80,2,6,0.44,1,0
Newly renovated 2 bedroom with FREE WIFI,Queens,Flushing,40.7612,-73.8214,Entire home/apt,120,1,104,4.44,1,90
Uptown Experience on Central Park,Manhattan,East Harlem,40.79614,-73.94838,Entire home/apt,123,1,5,3.95,1,327
Cozy room in a big apartment around Myrtle Ave,Brooklyn,Bedford-Stuyvesant,40.69178,-73.9369,Private room,23,3,2,0.11,1,0
Amazing UWS /Central Park West Location,Manhattan,Upper West Side,40.79909,-73.9602,Private room,90,1,185,3.71,1,60
Private Room in the Heart of Harlem,Manhattan,Harlem,40.82293,-73.93958,Private room,70,4,8,1.26,2,102
Spacious Room In The Heart Of Harlem,Manhattan,Harlem,40.82414,-73.93912,Private room,60,4,11,1.53,2,161
Great NYC Apt in Forest Hills,Queens,Forest Hills,40.71322,-73.83493,Entire home/apt,100,4,11,0.31,1,15
Spacious Bedroom for 2 w/ washer/dryer + backyard,Brooklyn,Bushwick,40.70229,-73.92223,Private room,85,1,40,4.62,1,354
"Cool, comfortable: RIGHT by 3 Subways",Manhattan,Flatiron District,40.73986,-73.9863,Entire home/apt,349,7,3,0.26,1,188
Charming apartment in Nolita/Soho,Manhattan,Nolita,40.72254,-73.99543,Private room,115,1,28,1.16,1,0
7MinutesSubway.Maimonides&IndustryCityRoom,Brooklyn,Borough Park,40.64468,-73.99026,Private room,46,2,2,2.0,3,180
7minutesSubway. Maimonides&IndustryCity,Brooklyn,Borough Park,40.64265,-73.99138,Private room,46,2,1,1.0,3,163
⚡Quiet Gem w/roof deck on NY's Hottest Street⚡,Manhattan,East Village,40.72533,-73.99143,Entire home/apt,395,2,70,0.73,1,170
Green Oasis 15 min from Downtown Manhattan!,Brooklyn,Williamsburg,40.71244,-73.94384,Entire home/apt,114,6,2,0.11,1,0
Modern and charming Brooklyn apartment,Brooklyn,Greenpoint,40.73473,-73.95229,Private room,54,21,1,0.15,1,0
Entire Apt: Spacious Studio/Loft by central park,Manhattan,East Harlem,40.79851,-73.94399,Entire home/apt,80,10,9,0.1,1,0
"Marilyn's Home Stay 1, Brooklyn, NY",Brooklyn,Flatbush,40.64943,-73.96245,Private room,70,3,121,2.63,1,341
Beautiful Renovated West Village Gem with Hästens,Manhattan,West Village,40.73162,-74.00228,Entire home/apt,300,2,22,3.11,1,168
Spacious Full Floor Loft near Hudson Yards,Manhattan,Midtown,40.75426,-73.98968,Entire home/apt,489,3,1,1.0,1,259
Modern Brooklyn Condo,Brooklyn,Crown Heights,40.67826,-73.96379,Entire home/apt,200,4,2,0.25,1,8
1 Bedroom near Columbia University,Manhattan,Morningside Heights,40.81037,-73.95833,Private room,100,5,32,1.2,1,0
Room in house with WIFI and Netflix,Bronx,Parkchester,40.83079,-73.8815,Private room,50,2,10,0.79,2,283
Room in house with WiFi and Netflix,Bronx,Parkchester,40.83067,-73.88024,Private room,35,1,14,0.7,2,1
Luxury gallery apartment in beautiful Greenpoint,Brooklyn,Williamsburg,40.71882,-73.94159,Entire home/apt,190,1,95,7.38,1,0
Modern Whimsical Room,Brooklyn,Crown Heights,40.67433,-73.9248,Private room,54,4,11,0.56,3,0
Brand New Quaint Studio,Brooklyn,Crown Heights,40.67523,-73.92326,Entire home/apt,80,7,77,2.92,3,74
Beautiful Brooklyn Vacation Rental,Brooklyn,Crown Heights,40.67324,-73.92502,Entire home/apt,147,20,49,1.94,3,204
Charming Brooklyn studio,Brooklyn,Bushwick,40.70305,-73.93127,Entire home/apt,69,2,4,0.86,1,0
"Trendy, Large Patio, Near Subway",Brooklyn,Bedford-Stuyvesant,40.6882,-73.95381,Entire home/apt,217,30,1,0.09,1,189
Gorgeous Room with Private Bath in Bedstuy,Brooklyn,Bedford-Stuyvesant,40.69237,-73.94314,Private room,95,1,36,4.34,1,79
Antonio's place,Queens,Long Island City,40.75009,-73.94864,Private room,85,1,15,6.0,1,67
BRIGHT & AIRY APARTMENT IN GREENPOINT,Brooklyn,Greenpoint,40.72724,-73.94843,Entire home/apt,85,7,2,0.17,1,0
Private bedroom in two bedroom apartment one,Brooklyn,Crown Heights,40.67433,-73.94243,Private room,40,5,119,3.16,2,3
"Williamsburg Bedroom with TV, AC, WiFi & Library",Brooklyn,Williamsburg,40.71045,-73.9441,Private room,40,5,3,0.27,1,0
The BEST LOCATION in MANHATTAN!,Manhattan,Gramercy,40.7356,-73.99049,Entire home/apt,159,1,188,4.19,1,157
The House on Richardson: Entire Home w/ Rear Yard,Brooklyn,Williamsburg,40.71841,-73.94343,Entire home/apt,174,2,27,3.6,1,126
"❤️ 2 Beds Option + Private Bath, Sunshine Bushwick",Brooklyn,Bushwick,40.6922,-73.92399,Private room,60,2,226,3.42,2,164
"Private Studio On Roof, Private bath + Deck",Brooklyn,Bushwick,40.69437,-73.92607,Private room,90,5,107,2.03,2,133
"Spacious, cozy bedroom in a private home",Bronx,Wakefield,40.88871,-73.86175,Private room,40,1,151,4.01,1,338
Highly nice area beautiful place too visit,Queens,Arverne,40.59279,-73.79993,Private room,80,1,1,1.0,1,90
Furnished modern studio luxury elevator building,Manhattan,Financial District,40.71138,-74.00834,Entire home/apt,160,4,3,1.38,1,0
SMALL ROOM 15 MINUTES AWAY FROM MANHATTAN,Brooklyn,Williamsburg,40.70597,-73.94245,Private room,60,2,16,3.78,1,116
Enormous and illuminated on top floor (long term),Queens,Elmhurst,40.74524,-73.8876,Entire home/apt,100,60,2,0.17,1,132
One Bedroom Apartment- Only 15 min to Time Square!,Queens,Woodside,40.74399,-73.89817,Entire home/apt,87,1,162,4.45,1,332
East Village Gem,Manhattan,East Village,40.72775,-73.98253,Private room,65,2,1,0.04,1,0
Beautiful SoHo Loft,Manhattan,SoHo,40.7234,-73.99967,Entire home/apt,16,3,3,0.16,1,0
Modern 1 Bedroom in Dumbo / Vinegar Hill,Brooklyn,Vinegar Hill,40.70146,-73.98188,Entire home/apt,225,30,23,0.49,1,268
Cozy room in East Village,Manhattan,East Village,40.72906,-73.98006,Private room,100,3,2,0.05,1,0
Private Two Bedroom with Garden in Cobble Hill,Brooklyn,Carroll Gardens,40.68344,-73.9933,Private room,210,2,75,0.92,1,309
Lovely 1bed apt (UWS) next to 72nd St. Subway & CP,Manhattan,Upper West Side,40.77778,-73.97795,Entire home/apt,200,4,1,0.03,1,0
McCarren Park 3 Bed/2 Bath with private terrace,Brooklyn,Williamsburg,40.71698,-73.95003,Entire home/apt,299,2,2,2.0,1,298
Midtown Sleep 6 Central Convenience,Manhattan,Midtown,40.75237,-73.98769,Entire home/apt,333,1,246,6.38,1,323
Bright bedroom in Soho / roof access,Manhattan,SoHo,40.72705,-74.00314,Private room,190,2,53,1.42,2,38
Bright apartment in Soho with roof access,Manhattan,SoHo,40.72795,-74.00454,Entire home/apt,360,2,22,0.66,2,333
"Sunny, Clean & Spacious in the LES",Manhattan,Lower East Side,40.71908,-73.99446,Entire home/apt,150,3,2,0.04,1,0
Comfortable and Modern BedStuy Hideaway,Brooklyn,Bedford-Stuyvesant,40.68457,-73.92914,Entire home/apt,100,2,8,1.09,1,75
Private Room in Williamsburg Apt,Brooklyn,Williamsburg,40.71145,-73.95302,Private room,78,2,1,0.02,1,0
Private Room in Fab East Village,Manhattan,East Village,40.72246,-73.97912,Private room,110,3,2,0.05,1,0
Classic 1BR Brownstone w/ Backyard,Brooklyn,Bedford-Stuyvesant,40.68338,-73.92072,Entire home/apt,110,3,125,2.66,1,315
Cute and Cozy Bedroom in Northern Manhattan,Manhattan,Harlem,40.82263,-73.9547,Private room,65,4,8,1.7,1,0
Private room with a balcony on the water,Queens,Long Island City,40.74529,-73.95753,Private room,200,1,1,0.28,1,0
Designer's Studio with Cats +Yard,Brooklyn,Fort Greene,40.68579,-73.97455,Entire home/apt,80,2,4,0.17,1,0
Large One Bedroom Suite with Two Baths in Chelsea,Manhattan,Chelsea,40.74927,-73.99227,Private room,100,1,1,0.68,9,324
Two Beds in Private Room near Times Square and MSG,Manhattan,Chelsea,40.74851,-73.99062,Private room,100,1,4,1.69,9,317
Large One Bedroom Suite With Kitchen in Midtown,Manhattan,Chelsea,40.74913,-73.99128,Private room,100,1,4,1.85,9,323
Large One Bedroom Double With Kitchen in Manhattan,Manhattan,Chelsea,40.74963,-73.99141,Private room,100,1,3,1.8,9,269
Private and Spacious Queen Room Across From MSG,Manhattan,Chelsea,40.74902,-73.99211,Private room,100,1,17,7.08,9,324
Private Room With Kitchen Across From MSG,Manhattan,Chelsea,40.74921,-73.99273,Private room,100,1,9,3.42,9,275
Accessible Two Bedded Suite With Kitchen near MSG,Manhattan,Chelsea,40.7492,-73.99073,Private room,100,1,22,9.85,9,319
Large Private Suite in the Heart of Midtown,Manhattan,Chelsea,40.74845,-73.99257,Private room,100,1,22,7.67,9,315
Spacious sun-filled bedroom near Botanical Garden,Bronx,Allerton,40.86437,-73.86047,Private room,80,3,4,0.6,1,155
Lexington Avenue Luxury Condominium,Manhattan,Murray Hill,40.7494,-73.97823,Private room,111,1,4,0.09,1,0
Brooklyn-Bedstuy-Studio,Brooklyn,Bedford-Stuyvesant,40.68145,-73.95178,Shared room,110,3,28,0.36,1,34
Large 1BR Brooklyn Apt,Brooklyn,Williamsburg,40.70589,-73.95123,Entire home/apt,137,3,3,0.1,1,0
Spacious Williamsburg Apartment,Brooklyn,Williamsburg,40.71238,-73.9559,Entire home/apt,150,3,12,0.28,1,0
Great one bedroom loft space in Manhattan,Manhattan,Chinatown,40.71399,-73.99744,Entire home/apt,140,4,13,0.65,1,0
"Huge One Bedroom, 20 min from Center of Manhattan!",Queens,Forest Hills,40.7255,-73.84755,Entire home/apt,69,2,1,0.06,1,0
Private Bedroom in Large Loft,Brooklyn,Red Hook,40.67791,-74.0072,Private room,55,5,5,0.1,1,0
"Awesome 1 BR in multi-cultural Queens, sleeps 4!",Queens,Elmhurst,40.73319,-73.87782,Entire home/apt,150,3,7,0.2,1,261
Private  suite,Queens,Fresh Meadows,40.74227,-73.78707,Entire home/apt,90,1,26,0.9,3,358
"home away from home :-) English, русский, עברית",Queens,Fresh Meadows,40.74271,-73.78749,Entire home/apt,94,1,18,0.6,3,173
"home, sweet home :-)  English, русский,  עברית",Queens,Fresh Meadows,40.74267,-73.78737,Entire home/apt,100,1,59,1.58,3,132
Super Cozy Studio Apartment,Queens,Woodside,40.742,-73.89505,Entire home/apt,60,14,3,0.3,1,4
Bedroom built for... just sleeping,Manhattan,Harlem,40.8185,-73.9442,Private room,45,4,1,0.02,1,0
2 Bed 2 Bath Close To Park Pool in building,Manhattan,Upper East Side,40.77832,-73.94991,Entire home/apt,225,31,10,0.48,33,351
Charming 2 bed 2 bath with washing dryer,Manhattan,Upper East Side,40.77854,-73.94984,Entire home/apt,265,31,7,0.3,33,345
Newly renovated 3 Bed 2.5 bath Full amenities,Manhattan,Upper East Side,40.77847,-73.95162,Entire home/apt,350,31,1,0.18,33,327
2 bed 1 Bath Washer Dryer huge terrace,Manhattan,Upper East Side,40.77736,-73.95156,Entire home/apt,200,31,2,0.29,33,325
Huge Terrace 2 bed 2 Bath POOl in building,Manhattan,Upper East Side,40.77708,-73.95113,Entire home/apt,235,31,5,0.4,33,327
Nice one bedroom well located,Manhattan,Upper East Side,40.77768,-73.95064,Entire home/apt,150,31,1,0.27,33,338
Fun Spacious 3 Bed 2 bath Elevator Building,Manhattan,Upper East Side,40.77893,-73.95221,Entire home/apt,350,31,1,0.34,33,342
Cozy 1 Bed one block from train and supermarket,Manhattan,Upper East Side,40.77748,-73.9514,Entire home/apt,135,31,1,0.07,33,338
Cozy 2 bed 2 bath Pool in building,Manhattan,Upper East Side,40.77717,-73.95131,Entire home/apt,300,31,8,0.49,33,342
Cozy 2 Bed 2 bath  Pool in building,Manhattan,Upper East Side,40.77721,-73.94997,Entire home/apt,300,31,5,0.31,33,326
1 bed close to Park and subway,Manhattan,Upper East Side,40.77751,-73.95174,Entire home/apt,150,31,1,0.67,33,338
Full Service  Pool 1 bed Huge Terrace washer dryer,Manhattan,Upper East Side,40.77768,-73.94998,Entire home/apt,160,31,2,0.19,33,324
Super large 2 bed 2 Bath with balcony and POOL,Manhattan,Upper East Side,40.77694,-73.94994,Entire home/apt,250,31,1,0.25,33,365
New York Style one bed,Manhattan,Upper East Side,40.77919,-73.95182,Entire home/apt,150,31,7,0.96,33,338
New 2 Bed 1 Bath in the UES #6131,Manhattan,Upper East Side,40.7786,-73.95208,Entire home/apt,206,30,1,1.0,33,311
Outdoor Space  2bed 2bath plus POOL,Manhattan,Upper East Side,40.7771,-73.9502,Entire home/apt,245,31,4,0.29,33,342
Cozy one bed with balcony and pool,Manhattan,Upper East Side,40.77822,-73.95136,Entire home/apt,160,31,7,0.29,33,330
Cozy 2 Bed 1 Bath Amazing Location With Balcony,Manhattan,Upper East Side,40.77878,-73.94993,Entire home/apt,206,31,2,0.35,33,327
Renovated with view 3 bed 2 bath big Balcony,Manhattan,Upper East Side,40.77742,-73.95149,Entire home/apt,300,31,1,0.16,33,248
2 Bed 2 Bath Close to Park pool In Building,Manhattan,Upper East Side,40.7771,-73.94996,Entire home/apt,240,31,5,0.34,33,289
Spectacular one bedroom Close to Park,Manhattan,Upper East Side,40.77743,-73.94977,Entire home/apt,140,31,4,0.23,33,338
2 Bed 1 Bath Close to Park,Manhattan,Upper East Side,40.77898,-73.94983,Entire home/apt,189,31,7,0.26,33,331
Charming 2 bed 2 bath wash/dryer Gym in building,Manhattan,Upper East Side,40.77861,-73.95015,Entire home/apt,287,31,6,0.27,33,326
One bed near All transportation step from Park,Manhattan,Upper East Side,40.77746,-73.95043,Entire home/apt,135,31,2,0.11,33,338
One bed Doorman Building Close to Park,Manhattan,Upper East Side,40.77896,-73.95146,Entire home/apt,160,31,6,0.29,33,338
Spectacular pool 2 Bed 1 Bath Huge terrace,Manhattan,Upper East Side,40.77895,-73.94974,Entire home/apt,200,31,3,0.19,33,281
Large 2 bed 2 bath close to Park,Manhattan,Upper East Side,40.77823,-73.95127,Entire home/apt,235,31,9,0.39,33,333
Getaway 2 Bed 1 Bath close to park,Manhattan,Upper East Side,40.77747,-73.95193,Entire home/apt,190,31,4,0.21,33,299
Spectacular 2 bed 1 bath Close to Park,Manhattan,Upper East Side,40.77878,-73.9501,Entire home/apt,180,31,10,0.55,33,331
Uptown Bohemian 1BR with Park View,Manhattan,Harlem,40.82064,-73.94646,Entire home/apt,105,2,3,0.08,1,0
Wonderful private room fun apt in Hells Kitchen!,Manhattan,Hell's Kitchen,40.76601,-73.99167,Private room,65,1,43,1.27,1,0
Cozy 4br in the heart of Harlem,Manhattan,Harlem,40.80272,-73.95564,Private room,60,2,8,0.19,1,0
Large sunny room close to N&D train LGBTQ friendly,Brooklyn,Bensonhurst,40.61391,-73.99128,Private room,79,2,2,0.22,2,365
Kosher new studio close to subway,Brooklyn,Bensonhurst,40.61576,-73.99166,Private room,125,2,4,0.07,2,0
Private spacious studio,Manhattan,Morningside Heights,40.80777,-73.96703,Entire home/apt,94,2,1,0.12,1,3
